text,id
tetap kecewa barang kostumer bocor alas rusak ekpedisinya ckck,0
beli pack kirim cuma pack kecewa,0
kali belanja d billy buat kecewa kirim lama sekali hari padahal wilayah jakarta luar kota minta dong pilih kurir cepat,0
seller sangat slow respon kirim lama baru kali kasih bintang bukan barang respon sellernya,0
orng nnya responnya jutek bgt biasa kali cm tanya ngajak debat sombong bgt jual kyak bgini,0
jangan samain packing sama ikan,0
chat baca pdhl online salah kirim tp tanggung jawab sama sekali kaka mau ak doain bangkrut toko kali jangan kek gitu berkah rejekinya,0
sangat kecewa real alami silah baca chat seller beli barang kirim sesuai pesan retur cerdik seller kirim pesan pesan hariii lhoo guys uang barang haha silah seller sanggup bawa akhirat moga kalian tipu,0
pengaruh kutu msih hidup tes langsung rasa tipu nih moga karma dah lu,0
barang bilang ready tau kirim maen refund,0
bener dong gan klo ngasih barang expirenya kapan masak bulan kuat bulu gitu,0
beli wiskas junior bau bangke kucing pd doyan,0
barang pesan kg kirim brengsek,0
proses beli kirim lamaaaaaaaaaaa admin sopan slow respon ancur parah nihh toko,0
pesan tanggal tanggal barang nongol gila parah banget toko laen pesan obat tgl hari tgl dah nyampe ckckckck lama bangeeeettt super slow respon duuhhhh kucing jalan sakit model drop model lot gin kerja,0
seller sombong shok ngirim lambatttt percuma pake same day bangun siang kali,0
udang red bee pes komplain malah terus tokped dana jual,0
sengaja selesai pesan nulis ulas sesuai alam belanja dintoko sempat tamyakan via chat foto asli ikan jawab ikan sesuai gambar etalase tanya bukan burayak jawab bukan fakta non sense kirim burayak,0
size kecil banget,0
ngirim barang sesuai pesan ngeselinnn,0
bangke sampe rumah mati semua jangan beli sini,0
jual respon bgt parah,0
sangat jelek kirim lengkap,0
sesuai gambar d kirain kayu kardus,0
rusak pcs pakai packing asal,0
beli obat diikrim dus kosong maksdya apa nh mau tipu konsumen apa masdya,0
sesuai pesan barang kirim kurang jual asal paking teliti,0
pesan jenis ikan kirim bulet hadeuuuh,0
minta bolt kok malah kasi oricat sih,0
chat minta kirim instan jawabanya sanggup tp bayar kalo overload knp nyanggupin kacau nih bikin kapok,0
dapet bolong layan ramah udh tau salah kata maaf sen smpe hari kirim malah bsk alesan ngbodohin customer pdhl beli dsni udh tp kali beli akhir selalu ngaret klo salah minta maaf bukan malah boong paket kirim beranta asal masukin jangan sombong udh bnyk beli inget customer bukan,0
packaging kurang rapih semua kemas produk bolt sobek unboxing isi makan beranta,0
dua goib,0
pesan meo tuna in jelly kucing suka kirim baca trus mau diapain doank buang kalau pesan sesuai doank barang kamu kosong bilang jangan main ganti,0
pesan bungkus mknan kucing merk bolt ukur kilogram tp kirim aneh label kirim tulis kg pieces lihat foto nama terima alamat benar bagaimana mungkin padahal spt lihat foto ukur bungkus mungkin besar isi pcs kilo komplain tp respon arti dana memang kembali bagi sesuai jumlah barang kirim silah nilai sendiri,0
jujur orang dagang,0
masa isi gram kan harus kg kesel,0
innalillahi gan klo jual jujur agan jual kg knp dateng gw apal bangt kantong sama kg dah sering beli tagih akherat yaa gan makan kucing paki bohong jual nauzubillah akhir gw belanja toko berkah loo gan rizki cara nipu kaya gin biar terkam loo nnti akherat,0
isi cuma gr skripsi kg lanjur beli bungkus dong jangan suka nipu alus model gin kagak berkah tau parah nih sellernya ngasih duit haram keluarga,0
thank you utk anabul ku bantu banget sama produk bakal repurchase lg nih,1
selalu the best bgt anabul usah train langsung tau,1
mantapppp fast delivery langgan trs tiap bulan,1
uda beli nihh,1
layan cpt packing rapi pokokny toko the best,1
joooosssss gandooosss kirim rapih cepat,1
obat cocok buat doggy jamur beli beberapa kali,1
mantap proses kirim sangat cepat poko puas dah gitu,1
produk sesuai deskripsi recommended,1
barang bagus sesuai deskripsi kirim cepat recommended seller,1
barang bagus banget response cepet komunikatif sangat bantu makasih kak moga makin sukses yah,1
pernah beli belum abis jd skrg beli makasih ka,1
aku pesan alhamdulillah brg sesuai pesan n tepat wkt terimakasih recommended seller,1
pertama kali pesan wood pallet respon seller gercep lsg sampe dirmh awesome next aku pesan lg terimakasih kak recommended seller,1
so far kualitas bentuk pellet paling bagus smua toko pernah beli packing oke kirim cepat recommended pokok,1
beli dua moga sehat kucing,1
reoderrrrr,1
alas kandang oke banged tebal bahan bagus emas kirim cepat,1
obat manjur anjing ku mulai pulih sakit kulit thanks gan recommended seller,1
beli dua puas barang produk all in one suka sekali produk recommended anabul,1
terbaikkkkkkkkkkk,1
purchase selalu amaze sm cara mrk packing tebellllll n rapihhhh bngt bubble wrap nyaaaa,1
woooowww kereenn langsung pakai anabul bulu langsung bersih bagus packingnya sangat bagus aman terima kasih,1
mantap banget ikan cupang sehat lincah langsung sesuai air aquarium baru ekor sirip half moon bgt,1
ikan bagus sehat mantaaaaap,1
packing oke banget ikan mantebbb langgan nih,1
bagusss bgt ikannyaa,1
produk top markotop bangeet selalu promo ikan sehat cantik cantik delivery cepat sekali seller recommended banget,1
wih mantap betul sellernya aku sen siang jelang sore langsung sat set sat set malemnya sampe makasih seller,1
kirim express burung lincah banget top markotop,1
barang bagus bgt kokoh sisir tajem tombol klik praktis,1
barang bagus banget build qualitynya kokoh kucing suka ngebersihin bulu gampang,1
barang bagus mewah banget coba ngegumpal tarik bagus pokok,1
bagus banget sisir awet,1
bagus banget kualitas mantap,1
baguuuus sisir halus banget aku coba pake bulu aku,1
mantabs sih build quality bagus banget satisfying banget pas ambil bulu kucing sela sela sisir,1
bagus sekali kualitas sisir tombol mudah pencet bulu gampang lepas kucing suka banget tiap sisir sampe merem melek,1
barang bagus banget sesuai sama harga gagang kokoh banget liat kaya bagus gitu,1
suka bngt kepake beli,1
barang terlalu sih bilang ukur tp sunat bahan terlalu banget lihat foto underpad lama merk jauh lbh besar lbh tebel bkn masalah harga cuman an tp kesel liat jual kasih spek tp jauh banget ukur sebenernya kapok bakal beli merek terima kasih,0
pesan kirim cuman bayar ongkir kg rugi rugi kapok beli sini,0
recomended produk sih spt biasa tp packing cuma pk amplop kondangan putih bungkus plastik jebol semua obat padahal buat stok najong banget dah chat dibales kapok gw belanja sini,0
jumlah barang pes barang sesuai,0
pesan bentuk ikan kirim donat kucing mencret,0
barang pecah bekas tambal,0
biasa disinfectant klo nyalain api nyala jd ragu,0
beli jerigen kemas liter jerigen kurang isi,0
barang sampe ud complain tetep rugi belanja sini,0
barang pesan sesuai pesan komunikasi via chat minta tukar minta direspon tokopedia care balesan sama sekali pertama kali ngalamin kyk begini lama belanja toped,0
mending cari jual klo mau beli pet cargo banyak seler dr seller berat markup asli berat cuma dr ekspedisi alas dimensi padhal barang wajar bentuk blm install kecil ringan pernah beli seller gada masalah dimensi lebih,0
sangat kecewa harga mahal keong sangat kecil jangan tipu gambar,0
payah kirim terima byk mati sengaja pilih official harga mahal tau gitu pilih aj toko sama hasil,0
respon lambat kirim lambat toop kapok bgt,0
burung sakit sama kaki normal bang kasih,0
tenyata bagus utk kucing jantan salur urine,0
sesuai pesan adult kirim kitten kaleng pd penyok retur mahal ongkirnya,0
wah pake sameday masa dtgnya besok smtra byr jam respon lama rugi tau gt ush pilih sameday mksd biar jd rekomen,0
memang lebih murah fresh,0
kotor cang semua terima retur hati,0
bangkai pd mati semuanyaaa,0
seperti kurang cocok kucing pakai masuk minggu kembang,0
kali kalau belanja timbang rumah wkwkk ntar kayak gin percuma timbang bagus setel ubah,0
artemia dtg byk mati,0
beli beda hari pelet maxi beda lebih dr biasa warna lebih gelap aroma beda,0
pesan belum barang terima ada baik pesan sekarang kemas robek bolong,0
beberapa hari lalu pesan pcs bolt salmon kirim bolt salmon tuna harga beda rupiah sih tp bukan masalah beda rupiah cuma lebih wajib beri barang sesuai beli konsumen biar konsumen rugi janji bakal kirim salmon pesan kali tp tetep kirim tuna klo barang kosong konfirmasi bukan asal kirim makasih ka moga konsumen alami,0
kucing muntah muntah,0
order tgl feb baru terima hari tgl mar terang estimasi terima tgl maret padahal sama sama jakarta cukup sekali beli sini kapok not recommended seller,0
eksp toko tanggung jawab,0
akhir beli nge packnya g kenceng sobek semua cecer jalan beli rusak sobek semua isi tumpah pack sampe k dah tinggal mungkin driver bawa g bawa klw nge packnya kuat mungkin g jadi biasa beli g pernah,0
moon maaf gan tadi paket buka nyata bungkus buka sobek rapih ujung ujung bungkus posisi balik buka jadi beranta semua isi pesan kg bungkus rusak kg bungkus sering pesan kali jadi tp jadi sekarang paling parah maaf toleransi lewat selalu kasih bintang selesai transaksi skrng mohon maaf kasih bintang baik kemudian hari,0
barang terima ada cacat nyobek kali packingnya jangan cuma kresek doank jga cma lapis,0
barang oke harga jangkau packingnya rapi bgt jempol sellernya,1
harga kirim cepat packing aman,1
barang sesuai deskripsi cepat,1
barang bagus packing rapi sesuai,1
kirim cepat packing aman respon jual baik harga oke lg promo terima kasih,1
barang terima ada baik,1
kemas aman bgt isi sangat banyak produk nyaman pakai,1
sesuai pesan,1
sesuai pesann barang cepet sesuai pilih kirim,1
transaksi cod gampang kirim cepat sampe packingnya rapih smoga produk cocok nih,1
barang dipacking aman dpt hrga promo lg thanks seller,1
mantab murah kualitas,1
terima baik bocor kirim cepat,1
produk asli murah kirim cepat abang kurir baik bgt jagain bener paket smp masukin tas biar basah kena smbl minta maaf duhh murah rejekinya,1
packing rapi aman kirim cepat produk sesuai pesan makasih buat bonus,1
terimakasih paket terima sukses terus,1
respon cepat packing aman banyak bonus agan sukses selalu,1
terima ada lengkap bonus terima kasih seller,1
paket cepat datang packing aman sekali dapet bonus hair masker wangi enak banget thank you loreal,1
repurchase sangat puas barang respon seller gitu selalu bonus terima kasih,1
bukti tumbuh kali,1
sama foto beli serum pakai dingin panas,1
paket super cepat barang ori gitu lho baru guna hari kalo hasil aku pesan,1
barang sesuai deskripsi moga hasil byee bye rontok respon bagus dr reseller good,1
terima kasih paket terima baik terima kasih beri voucer,1
packing bagus puass,1
respond cepat packing aman barang sesuai deskripsi recommended,1
barang terima baik diwrapping bubble aman,1
bagus rambut jadi lembut,1
jual cepat tanggap barang cepat sampai terima kasih,1
barang sesuai gambar original jual responsif barang cepat,1
bagus sesuai ekspektasi,1
respond cepat packaging rapih moga efek cepat manfaat rambut,1
mantap barang,1
order sini produk sama recommended seller,1
respon kirim cepat produk ori expired lama moga hasil atas rambut rontok tipis awet pakai,1
barang original mantapp,1
produk asli original suplemen bagus efek samping moga segera proses utk tambah pigmen rambut tks,1
hasil pakai bulan rambut asa halus tebal hitam rontok kurang uban lihat hasil lanjut order botol,1
mantabsss barang ori rambut makin subur lihat warna hitam,1
layan lambat beli tgl baru tgl trace selalu gagal pickup kata lg maintenance tp bilang langgan sangat kecewa,0
barang sampe kardus rusak gin kata mas bawa pas terima kardus uda gin kecewa uda lama barang terima bgini paas buka sanitizernya basah smua tumpah keluar seger kayak buka gitu,0
kirim botol sesuai photo produk,0
kirim hampir minggu kecewa,0
datang bukan keluar baru butir warna biru dalam gel hand sedikit kecewa manfaat sama keluar baru lihat lebih tarik butir warna biru padahal foto produk butir biru kecewa banget mau mesan takut datang sama barang sedih,0
verifikasi lama jadi pc bts padahal co jam pas,0
kirim lama kemas bagus,0
sangat sayang layan sangat buruk barang minggu lbh status tunggu kurir pick up bungkus sangat layak balut wanita bungkus plastik transparan box sangat kecewa,0
kali kali dibilangin kalo packing bukan seller tim tokopedia event bts photocard jujur kecewa sih pas dateng paket chat mas mas kurir bilang kalo emang cuma ngambil rusak kondisi bener bener kayak bukan kardus cuma potong kardus disatuin rekat dapet pc jimin padahal bayar jam verifikasi jam segitu sedih kecewa jujur,0
kecewa sekali masa kelas p g packingnya kayak gin cuma lapis plastik bening tau balut wanita sifat privasi kirim lama,0
kirim lama banget sen dr tgl tgl blm jd aju komplain toped abis baru barang kirim sempet kecewa sih pesan official storenya gitu tp service spt,0
produk hasil sama sekali kecewa,0
zooonk produk dlm paket order kecewa sm toko,0
isi penuh wangi segel pakai solatip ada,0
tutup walaupun beli harga murah tp jadi gabisa bawa mana karna barang rusak,0
kecewa beli pcs ksh exp bln semua,0
sangat kecewa banget,0
nyesel tengah mati beli ni produk beli liat ulas kok positif semua sumpah krim bau enak banget kalo gambar bau padu muntah bayi minyak iya parah kasi ulas idungnya mati rasa ato gmn kirim sih cepat bagus but sorry the product is a nightmare very pricey tau gin gw ttp beli wak doyok wangi jauh lbh enak jauh lbh murah this cream is not recommended,0
sangat puas layan barang kirim bukan pesan,0
salah informasi dr jual tdnya mau tuker gel cair tanya apa tukar order jawab tp nyata tidak gantung toko cabang bukan putus jual jadi beli,0
sangat kecewa produk lihat banyak partikel hitam kecil dalam bagaimana bersih tangan bersih kotor beli,0
ang kota tangerang kirim lengkap ud gt barang ny rusak sangat kecewa barang begini nyata video unboxing,0
kecewa sekali kualitas botol baru semprot langsung copot paksa pindah isi botol ecer sayang sekali padahal wangi enak,0
maaf kecewa guna baru farhampton awal beli tester isi tester farhampton buat jatuh cinta langsung beli nyata pas tahan projectionnya kalah jauh tester walaupun wangi sama tenyata cuma jatuh cinta sama tester wangi tetap,0
sedih bgt bom waxingnya rusak gabisa dipake lg padahal baru dipake dr awal dtg tutup penyok terlalu kedap udara jd pinggir tutup rada basah trus lama lebih disimpen suhu ruang trus tutup selalu rapet tp pas mau dipake lg tau banyak semut pas coba pake spatula tekstur mirip madu jd rada cair gamau lengket lg kata kalo cair buang bagi atas mah ampe semua tekstur kayak madu arti buang semua dong sedih bgt mana banyak lg sayang bgt,0
kecewa si packing bagus kasih bubble wrap padahal tulis note mesan,0
kirim sangat lama kirim status buat kirim adminnya balas template kecewa sekali belanja official store,0
service kecewa,0
service kecewa lama kirim,0
service kecewa sekali kecewa kasi bintang terus,0
sangat kecewa barang kok selesai lacak betul,0
barang smp gitu kurir ngaco barang blm terima direport udh terima trs dpt pc blackpink bkn klo tulis bebas ongkir ekstra hrsnya dpt pc blackpink belanja store tulis bebas ongkir ekstra dpt pc blackpink lupa atw bgmn jujur kecewa,0
maaf nih wangi kaya body lotion citra malah lebih wangi body lotion emang sih harga murah tetep worthed,0
aroma ngaka kecewa aku,0
kecewa banget bau sama waktu nyoba punya temen terlalu banyak alkohol nyesel banget beli hadeh asli nyesel banget buat ajar,0
ngeliat review bintang banyak bilang semprot rusak nyata bener bagi semprot rusak mohon pihak kahf produk kirim laku kece produk utama bagi semprot cukup kecewa produk,0
maaf produk kasih bintang semprot pertama sprayer langsung bs dipake coba baik ttp kahf perlu ganti supplier botol,0
kecewa wangi biasa wangi tahan jam jam sprti iklan bagus bibit parfum pinggir jalan,0
kecewa beli gaada wangiwanginya cuman bau alcohol keluar,0
beli dua kecewa pas beli pertama kali suka banget parfum makanya order wangi konsisten beda sama belum terus kemas jga liat kayak luntur gitu tulis pas pegang cat botol parfum luntur tangan,0
official lama banget,0
pake rutin bulan g hasil payah,0
edny kurang bulan pantes jual,0
parah banget sih responnya komplain barang kurang suruh via wa wa suruh lewat marketplace ampun dah jelek layan kelas official unilever,0
dimarahin emak barang kurang,0
sangat buruk blg exp datang malah bulan kelas unilever begini nyata suruh refund kalau barang udh sampe baru ongkir ganti kalian ganti waktu buang nunggu paket packingnya anter g kerja moga unilever besar sadar diri salah lalai jangan susah beli beli bukan gratis,0
kirim lama,0
barang broken proses lamaaa tanggal april beli broken tgl apr tgl april hari produk datang uang buruk sekali layan,0
kayak layan,0
pihak ekspedisi antaraja payah lama sekali,0
packaging sangat buruk sekali gan isolasi bagi buka habis bongkar,0
lamaaaaaa bngt kirim,0
packing beranta bocir tumpah semua,0
bocor,0
brg terima entah nyasar kurir bloon,0
barang lama sekali sampai,0
salah alamat kirim chat minta dicancel utk pesan tsb salah masukin alamat menit ikut langsung pesan ulang alamat betul bukan baca dulu chatnya malah langsung proses dasar becus ifillll pesan toko,0
hadiah tempat minum lipat mana qoq memang tulis lama sedia kalau hadiah jangan tampil nama bohong harga sesuai hadiah,0
sen tanggal barang baru sampe tanggal padahal sama jakarta dichat kata kirim tanggal padahal pas tracking tanggal tulis reschedule pickup parcel ready dipick up adidas official layan gin hadeh,0
lucu kata proses toko cabang malah ujung kirim padahal cuma mau ganti alamat terima repot sekali toko cancel beli bikin ribet,0
produk batal alas jumlah sesuai toko cabang baru buka jam mana order laku jam batal bayar pihak toko bilang barang proses barang ambil kurir toko cabang jam toko percaya laku muak,0
jual apa barang terima aju kembali dana malah hr notif selesai dana terus jual woi balik dana,0
selesai masalah belit zaman online kok lama,0
pas datang ky bau tape basi ky belum pesan kynya rusak,0
wax apa bau gula merah versi encer manis bikin lengket badan dna kering bfungsi sesuai deskripsi komplain diemin duit,0
paan gada ngaruhnya samsek cabut kaga,0
orang beli sini kecoh harga murah kali produk fungsi waxing umum harga murah mmg produk murah,0
kualitas barang banding harga so so lahh layan minus sbgmn layak sombong orang raja kirim barang enak jidat macam produsen consumer goods tata surya no wonder nilai valuasi usaha turun lebih tahun akhir moga makin jeblok gulung tikar kmdn pulang kampung moga,0
beli pepsodent paket pcs kirim complain malah minta video unboxing gue tau isi kurang karna gue buka paket wey kalo gue tau isi paket kurang gue buat video awal,0
ah apa ngaruh bikin iritasi gatal gatal merah jadi,0
belanja turut turut seller ramah trakhir kali blanja sini not recomment,0
wangi kyk parfum refill mirah,0
beli buah kirim enak ngomong kembali dana be careful memang toko sengaja,0
bau enak siapa rancang suruh ajar coba enak,0
kak pesan batal uang kembali,0
kirim lama minta dicancel tp maksa ttp ngirim,0
harga cuma kurang barang tp alas trlalu byk mau ganti toko kurang ajar,0
toko kurang ajar kasih barang kurang banyak alas,0
jual angkuh nama beli raja layan bagaimana mesti puas beli prioritas utama loh angkuh sombong makan tuh duet haram pertama akhir gue belanja olshop loh cuih,0
wangi sengat lengket tang kirim cepat aman packing tebal pakai dus buble wrap langgan beli produk sini recommended seller,1
packingnya rapi banget wrapnya tebal produk original kasih bonus air diffuser thank you,1
punya botol refill beli biar dpt botol baru sticker dermatologically tested,1
mantap kalau cium aroma sedikit ubah belum,1
safely landed on the next day masa expired balut lamaa thank you so much,1
selalu suka dr soap repeat order selalu beli sini,1
banyak kali restock selalu dr soap pdhl luar sana banyak handsanitizer trpercaya dr soap,1
hand sanitizernya oke banget wangi enak bikin tangan jadi halus abis pakai moga pas kulit sensitif bikin sakit,1
recommended seller barang packing rapih barang sesuai deskripsi thanks,1
cepatt ahlakkk fast respon barang besttt moga cocokkk,1
kirim cepet bgt bonus pouch packing rapi sangat muas lanjut kak layan baik kalo tingkat terima kasih,1
packingnya rapihh bangetttt aman jalan jabodetabek,1
produk cepaat ama thank youu,1
purchase dua kali cocok kulit tangan sensitif,1
mantap banget barang sesuai murah emas aman dus sama wrap next time order sukses terus lapak gan,1
langgan bulan recommended i,1
kirim cepat banget poko the best sukses selalu,1
bagusss pernah kecewa packingnya aman banget kemas bar sekarang,1
mantap barangg cepeatt sampai barang bagus jual nyaa fast respons banget packingan oke banget aman tempatt barang kerennn bangettt,1
top markotoooopppp,1
barang aman terima paling neng wangi enak banget,1
sukaaaa banget banget banget bangeeeeettt,1
wangi enak banget bener kaya creambath salon,1
cinta bangettt sama produk rambut jd lembut wangi bangettss always pake shampoo mah exp packingan mantap,1
belanja kali barang ori packing super aman mantap,1
pesan kemarin sore hari uda packing super aman dobel bubble mantapppp edit ulas kalau coba terima kasih,1
admin cekat barang tepat waktu paking rapi,1
gercep banget adminnya nih top pokok,1
coba moga lebih bagus hasil drpd biasa shampoo noni mokeru packing mantull respon seller cepat goodlah,1
selalu suka sabun enak apagi pakai olahraga,1
selalu suka sama body wash,1
beli official store tgl feb eh feb udh siang hari cepat banget thank you bangettttt cussons dapet harga flass sale jd murah,1
sabun nyaaa pakee mint kerasaa bangettt enk sih habis mandi kyk dingin gitu,1
dulu emang suka efek adem pakai sabun sdg promo beli brg bungkus rapi bubble wrap aman terima,1
fast resp seller kirim cepat packaging rapihhh aman barang lengkap sesuai thankss a lott,1
neng banget dapet best deal beli gratis gin produk pasti original emas cepat sangat aman packaging plastik tambah extra protection pake bubble wrap tebel terus kasih bonus susu dus akhir kasih temen punya baby hehe overall thanks a lot seller,1
dabest pokokmya kirim lampung cuma hari proses gercep banget puas teruuuus pernah kecewa sm original source dulu mantap,1
baru co beberapa jam kemudian dipacking kirim super cepet penting produk aman tumpah sabun oke banget buat nyembuhin jerawat badan plisss jangan discontinue yaaaaa mintnya seger bgtttt,1
suka banget sama original source mint,1
pokok suka bgt ama sabun,1
delivery twinpack didelivery buat komplain kompensasi the first and the last belanja sini official store kek gitu,0
beli twinpack kirim cm mohon tanggung jawab ka bayar harga twinpack,0
expiry date kok jual sayang aku ambil video unboxing soal yaa nyangka gitu judul toko official store waktu check barcode dong keluar item beda produk beli bareng,0
lama banget sampai terlalu rekomen beli minggu lebih sampai,0
order tgl nov baru tgl dec padahal order official store itu kemarin follow up sendiri ekspedisi status toped tunggu pick up paket dipacking aman lembar plastik basah kena hujan kapok berani belanja sini melulu dichat jual balas sistem info tunggu pick up,0
order datang tahu bongkar resin masuk kotak kemas isi cuma complain tolak gaada video unboxing nyata unilever official account tak percaya,0
pertama liat flash sale langsung beli ndak buka deskripsi dulu i mean unilever official store gitu nyata expirednya sisa bulan padahal dulu beli hand sanitizer merek belah pas sale expirednya lama pantes cepet banget proses biasa hari baru proses cuma jeda beberapa menit ajar penting jangan percaya brand tetep kudu baca review deskripsi,0
beli item terima komplain memang video ulang karena video pertama rekam,0
exp dekat padahal beli banyak buat jual alam klo harga miring mumer waspada,0
exp april beli total kurang lebih buat jual klo tau exp dekat g ambil dpt zonk segitu banyak mo pakai sendiri g bakal habis exp,0
sen kirim,0
jangan mau beli sini kemas jelek barang ada pecah seller mau tanggung jawab,0
sangat recomanded harga promo tp tetap mahal toko belah bahkan lapak online official store main harga mau monopoli tokopedia,0
pesan shampoo body terima body shampoo terima salah buat video unboxing percaya sj seller official win win solution ikan bintang terima ksh,0
beli serioxyl malah datang malah giftnya gmn sih official account lho padahal,0
packingan barang beranta rapi sm skali,0
cukup rugi brg dtg vidio in order dtg cuma tp gift dpt brg uda mahal komplen bs,0
admin slow response konfirmasi sedia barang lama sekali bonus gift kirim sesuai,0
kasi bonus gratis hair mask serie expert uda expire barang pas dipake bikin kepala ketombe kl niat ngasih gratis mending usah sih drpd bikin rusak rambut orang,0
barang datang lengkap yidak pernah belanja toko remi loreal,0
terima barang tgl pdhl kira tanggal status kirim beli padahal minta update hari jawab sama minta uang,0
expirednya bulan sekarang bulan coba konfirmasi dulu habis kek gitu malu toko resmi ambil pahala malas ongkir bolak balik,0
kirim pertama leak isi habis kirim barang ganti leak parfum habis kali dapet botol kosong,0
barang terima kembali dana terima suruh urus sendiri toped,0
sen kok dateng cuma cek ulang donk,0
catat beli produk karna hadiah penting perlu perhati ada mesti transparan hadiah apa sangat sayang akun oficial store pihak toko dia mesti tinjau promosi transparan jebak moga kecewa,0
produk bocor packing krg bgs dr dus luar basah sampe dlm isi botol habis stengah mungkin jadi masuk buat seller kali packing lbh aman,0
terima kasih barang terima kali packing baik soal terima,0
bau pasar prtama kali pakai semua orang gue sakit kepala jangan trlalu expektasi tinggi rugi kalian harga segitu,0
parfum datang kondisi bungkus rapi curiga cium aroma keluar padahal bom buka sama sekali kardus luar buka kardus luar nyata kardus dalam basah kemudian buka dalam isi parfum tinggal sedikit sekali tahu masalah oengemasan kirim mohon evaluasi terimakasih,0
kemas hancurrr pecah beranta jadi pakai ssmoga depan lebih safety packingnya,0
baru pesan brg menit kemudian aju batal malah tolak padahal mes ulang salah guna metode bayar layan jelek sekali,0
jangan beli produk sini beres agen,0
claim percuma prnggantian tgg jwb pihak dettol blg salah kirim byr insurance percuma ganti cape,0
official store sih bener banyak komplen packing tetep abai hubung barang mau beli atas perushaan perhati bagi packingnya jangan cuman asal packing,0
tahan wangi claim sebut,0
packaging kurang baik parfum tumpah,0
mantap sesuai deskripsi terimakasih,1
sesuai order n deskripsi,1
balon cakep gampang tiup thx seller,1
pesan darat kualitas barang bagus kirim cepat,1
terimakasih,1
bagus packing aman,1
bagus kotak harga murah kirim cepet,1
barang pesan sesuai packing rapi,1
bagus nempel kayu,1
barang ori harga murah seller fast response ramah barang cepat,1
kirim cepat packing aman barang bagus sesuai deskripsi terimakasih,1
barang terima sesuai pesan,1
produk sesuai deskripsi seller ramah barang langsung kirim,1
thx gan barang selamat,1
barang sesuai pesan,1
kirim tepat waktu kondisi paket barang terima kondisi baik coba fungsi baik terima kasih sukses selalu,1
sdah brang normal sesuai deskripsi kirim cepat,1
mantap barang nyaa aman alhamdulillah,1
bagus puas,1
bagus reseller gercep bgt,1
kirim cepat barang terima kondisi baik,1
barang selamat packaging rapi hari proses mesan tiba malang terima kasih,1
kualitas mantap kirim sangat cepat luar biasa,1
lilin bagus bau tahan jam,1
barang terima baik benar tepat waktu,1
packing rapi brg pesan dlm ada baik,1
packaging rapi shg lilin datang tetap utuh response jual cpt,1
barang terima aman respon cepat paking rapi waktu kirim lebih cepat dr jadwal makasih,1
mantab lili sesuai makasih,1
produk sesuai respon cepat kirim cepat,1
produk bagus paking aman rapi respon kirim cepat,1
brg trima baik n respon cepat tks,1
bagus cepat packaging aman,1
barang sesuai terima kasih,1
produk sangat baik emas rapi,1
barang sesuai terima kasih,1
mantap respon cepat bgt lebih cepat estimasi,1
mantap barang sesuai pesan,1
mantul gan u kembang api roman ssuai skripsi kirim cpt maaf telat ulas gan barng uda coba mantap tks gan sukses selalu,1
barang a mantap jooss,1
lambat,0
barang dikrm beda pesan,0
bagi sobek,0
kirim barang,0
brg terima sama etalase toko tipis kotak nasi padang pdhl kira tebal utk kirim kado luar kota,0
instruksi bingung jadi,0
barang kirim malah kirim timbang,0
barang paket,0
kardus kirim jadi packing pake plastik doank sangat kecewa,0
padahal add kardus tp kasih packingan kurir robek,0
sedikit kecewa packingan kardus berbyr nyata kardus tambah lindung apa shg pesan penyok gmana klo pki kardus berbyr mgkn pesan terbks sama sekali rusak total,0
paket datang cuman bungkus doang barang nda,0
sumbu lilin kecil nyala susah api kecil jelek,0
kondisi box mika lilin foto lilin cacat mesti bungkus pakai bubble wrap bukan plastik tipis plastik lem sama sekali cara seller package barang dibenarin lebih baik pakai kardus box kardus mie instan selap untung barang beli rusak kecewa si servis toko bakal mikir belanja sini,0
sen tp stok habis kecewa,0
kualitas kurang bagus kalau pegang asa banget stiker benar tes gampang kelupas not recomended kualitas begini banyak lebih murah,0
kirim sangat lama,0
barang gambar beres ulang lem balon komplain pihak tokopedia biaya tetep rasa kecewa karna jual informasi sedia barang perlu banget maaf kasih rate segitu,0
kecewa order langsug proses pdhl bayar pakai gosend instan,0
kata suruh pakai bubblewrap utk aman barang tetep barang kasih bubblewrap padahal bayar,0
sangat kecewa karrna keterngannya lembar,0
awal tanya warna semua ready bayar jam kemudian baru bilang beberapa warna habis jgn kayak gitulah jadi cari warna,0
lepas apa alas seller kata barang keluar kasir apa kirim kata nyata baru kirim hari transaksi laku cukup kecewa layan sprti butuh tugas kampus,0
barang terima rusak pecah tempat krayon tau salah toko karna kemas terlalu semangat bagi kirim kecewa,0
jual kurang teliti beri saran kpd beli hasil embossed nama warna putih kontras sekali jelek padu minta nomor diembose catat jual lalai komentar shg hasil diembosed kecewa ksh foto nama cetak,0
barang sama sekali pesan balon hati beda sesuai,0
gede balon besar iklan,0
padahal tanya belum sama jual balon warna gold dama silver kalo mau sen balo gold sama silvernya pcs dateng warna warni kayak gin belum chating kata oke hufth padahal kali beli sini baru kali aku kecewa,0
kecewa layan toko barang masalah suruh tekan komplain nyata ribet belakang kapok belanja sini barang nila minta video barang fungsi tolak komplain moga berkah,0
balon kecil sekali sesuai gambar bagus kualitas tipu dr gambar kecewa,0
balon kecil bngt,0
aktual barang sangat sesuai harap,0
pc warna pink lampu copot chat complain dibales kecewa sedikit,0
